,Id,StoriGroupId,ScanNumber,IonNumber,Mz,Slope,InverseInjectionTimeSeconds,RSquared,TimeOfBirth,TimeOfDeath,Charge,ChargeScore,IsMultiIonProduct,FrequencyCorrectionMzDistance
4287,4288,1,1471,576,2712.02783203125,496578.789174557,92.7299703264095,0.998040795326233,0.0040078277886497,1.88367906066536,11,0.502148170471191,0,
4288,4289,1,544,1719,4608.861328125,731821.160554886,99.5718410833416,0.999601304531097,0.0440861056751468,1.83157729941292,15,0.86400811279235,0,
4291,4292,1,2134,1633,3234.56030273437,568538.949608803,54.271138608488,0.996517479419708,0.0120234833659491,1.51896673189824,13,0.832675094604492,0,0.065185546875
4292,4293,1,2047,456,2338.41235351563,502020.837128162,114.077116130504,0.997056722640991,0.0400782778864971,1.83959295499022,9,0.709113213280732,0,
4294,4295,1,1522,1430,4313.3701171875,929601.351499558,78.5114234121065,0.99861741065979,0.0400782778864971,1.84360078277886,16,0.776708051811833,0,
4300,4301,1,1955,1053,3261.78588867187,587455.239534378,113.16057485572,0.997961699962616,0.0120234833659491,1.87566340508806,14,0.577188491821289,0,
4306,4307,1,1398,1397,4631.15283203125,852958.673596382,99.4925878022087,0.999205052852631,0.0120234833659491,1.82756947162427,18,0.80482565344434,0,
4312,4313,1,761,1331,4619.66796875,823478.401064873,94.1442289587648,0.997077107429504,0.0160313111545988,1.13822309197652,18,0.519919663995336,0,
4323,4324,1,1718,4563,4059.47119140625,805215.80016613,20.8376745155241,0.998849034309387,0.0320626223091977,1.87165557729941,17,0.948954467773438,0,
4333,4334,1,2120,1797,3595.38305664062,909658.20145607,72.950102130143,0.999737143516541,0.0240469667318982,1.83558512720157,20,0.551910514831543,0,
4334,4335,1,1942,968,3848.08349609375,583716.645121574,101.801893515219,0.997052431106567,0.0080156555772994,1.4107553816047,12,0.682953033447266,0,
4335,4336,1,390,1365,4380.46875,929836.426138878,99.3443274389032,0.998755395412445,0.0200391389432485,1.24242661448141,19,0.515967520449255,0,
4337,4338,1,897,1145,3491.3310546875,958026.19433403,98.2511298879937,0.99912303686142,0.0240469667318982,1.86764774951076,22,0.645469360351563,0,
4338,4339,1,1599,1289,3854.77465820312,592137.60471344,88.3080183680678,0.999767541885376,0.0160313111545988,1.86363992172211,16,0.66319600396698,0,
4344,4345,1,1301,1098,4005.42041015625,1142428.26867104,90.1469395114036,0.999563276767731,0.0160313111545988,1.58709980430528,21,0.530155756390057,0,
4352,4353,1,328,866,3551.88012695312,723950.028300285,118.638035354135,0.997179210186005,0.068133072407045,1.88768688845401,14,0.619551124572754,0,
4355,4356,1,1546,1271,4421.72021484375,669009.204745293,83.7450799765514,0.997694969177246,0.0040078277886497,1.65122504892368,15,0.892479926489252,0,
4356,4357,1,436,375,2180.35034179687,549147.454380989,105.429625724829,0.999065279960632,0.0240469667318982,1.85161643835616,11,0.959898529052735,0,
4357,4358,1,23,4122,3764.69458007812,844406.98838234,19.0672310567059,0.999271988868713,0.0080156555772994,1.88367906066536,18,0.559168663024902,0,
4358,4359,1,2372,499,4620.12255859375,924077.737092972,41.7990302624979,0.999494016170502,0.0240469667318982,1.87566340508806,18,0.623943099975586,0,
4361,4362,1,422,1341,4243.9658203125,1011188.21132183,97.0496894409938,0.998877346515656,0.0,1.35063796477495,22,0.513756904602051,0,0.17529296875
4366,4367,1,2051,862,3678.74951171875,1184388.26942444,117.966261649168,0.998413503170013,0.0,1.04203522504892,25,0.817281889550637,0,0.393798828125
4370,4371,1,1750,1365,3839.54956054687,889918.998003006,35.4346054356685,0.998547494411469,0.0160313111545988,1.84360078277886,18,0.906965637207031,0,
4372,4373,1,467,1083,3582.13940429687,798772.050380707,109.697235629662,0.999517858028412,0.0360704500978474,1.34262230919765,17,0.773966979980469,0,
4375,4376,1,667,628,3168.2080078125,556127.812743187,86.497707810743,0.996374785900116,0.0080156555772994,1.85161643835616,12,0.759231167543882,0,
4381,4382,1,64,467,2278.53686523438,585353.70028019,83.2570144034635,0.998724162578583,0.0160313111545988,1.89570254403131,12,0.941400456130947,0,
4384,4385,1,2236,256,1974.00939941406,480737.353503704,57.8703703703704,0.996782243251801,0.0200391389432485,1.87967123287671,10,0.626808929443359,0,
4390,4391,1,1070,630,2674.30981445312,472312.678039074,96.8616815187912,0.994858801364899,0.0040078277886497,1.87165557729941,9,0.856424942016602,0,
4391,4392,1,1905,540,2301.50634765625,407648.999273777,122.549019607843,0.998132526874542,0.0400782778864971,1.87566340508806,9,0.990038757324219,0,
4396,4397,1,380,927,3962.24291992187,911777.9545784,100.1001001001,0.998568713665009,0.0200391389432485,1.52698238747554,21,0.883460464477539,0,
4400,4401,1,1138,1280,4066.30590820313,860739.284753799,85.5651578677163,0.997308135032654,0.0200391389432485,1.83959295499022,17,0.923712463378906,0,
4403,4404,1,2407,2430,4084.11059570313,763049.598932266,8.64565771841093,0.998629093170166,0.0440861056751468,1.87967123287671,17,0.550456237792969,0,
4405,4406,1,1077,1087,4376.0576171875,868129.059195518,93.1879601155531,0.999395608901978,0.0160313111545988,1.88367906066536,19,0.811704544960369,0,
4407,4408,1,1583,1165,4294.796875,532979.021906853,89.8311174991017,0.995581150054932,0.0080156555772994,1.73138160469667,12,0.554719924926758,0,
4415,4416,1,2138,1370,3550.53198242187,588151.143312454,64.5786244752987,0.998667061328888,0.0160313111545988,1.85963209393346,11,0.627245721988352,0,
4418,4419,1,1986,963,4474.6279296875,986351.500511169,109.58904109589,0.999103605747223,0.0200391389432485,1.84360078277886,21,0.519007032851636,0,
4423,4424,1,964,990,4260.56494140625,677005.641102791,97.8377849525487,0.997693419456482,0.0200391389432485,1.84360078277886,15,0.758259658813477,0,
4432,4433,1,451,885,4091.18896484375,623387.120008469,101.626016260163,0.99810117483139,0.0240469667318982,1.87165557729941,16,0.502218780517578,0,
4436,4437,1,2509,508,2305.61474609375,464349.349498749,5.60761289526661,0.996325314044952,0.0320626223091977,1.87967123287671,9,0.777579803466797,0,
4442,4443,1,2078,2277,3421.55590820312,553232.41686821,55.0751776174478,0.999409139156342,0.0240469667318982,1.80352250489237,12,0.849814823136507,0,
4446,4447,1,944,1469,4215.916015625,922243.436098099,101.071356377603,0.999446451663971,0.0280547945205479,1.83558512720157,20,0.501688728461359,0,
4447,4448,1,46,1753,4672.6533203125,697513.603806496,64.720730049835,0.998587131500244,0.0080156555772994,1.86363992172211,18,0.501390113830566,0,
4455,4456,1,2050,117,1975.51110839844,518107.307195664,120.148984741079,0.997665345668793,0.0280547945205479,1.68328767123288,10,0.812241454144176,0,
4461,4462,1,45,233,1421.65148925781,440351.725399494,61.938680706101,0.996744334697723,0.0040078277886497,1.89169471624266,9,0.983718795776367,0,
4468,4469,1,2114,202,1820.40661621094,415211.775004864,65.9674120984234,0.99880838394165,0.0160313111545988,1.81955381604697,7,0.973158719876001,0,
4474,4475,1,392,1638,4326.0048828125,717300.017118454,95.1746454744456,0.996621251106262,0.0160313111545988,1.83558512720157,16,0.911580505371094,0,
4479,4480,1,1838,704,3421.12524414062,622963.81509304,93.0665425779432,0.998748958110809,0.0320626223091977,1.83558512720157,12,0.753298568725586,0,
4484,4485,1,1065,602,3726.27294921875,633726.261854172,91.432751211484,0.999066233634949,0.0320626223091977,1.62317025440313,13,0.839281692504883,0,
4500,4501,1,685,2024,3868.50366210937,563971.289157867,86.1920358558869,0.998319506645203,0.0040078277886497,1.63920156555773,15,0.730120565023761,0,
4514,4515,1,1427,1209,4215.43115234375,899677.489042282,85.6971462850287,0.999370217323303,0.0160313111545988,1.39873189823875,20,0.672900949638294,0,
4519,4520,1,869,1367,3843.64819335938,856014.704823494,104.231811548885,0.997586965560913,0.0160313111545988,1.88367906066536,18,0.886072684179129,0,
4525,4526,1,2094,908,4128.56103515625,839663.829088211,103.167234086454,0.997249841690064,0.0200391389432485,1.86363992172211,18,0.592654342651367,0,
4526,4527,1,1032,1103,3700.04443359375,815500.239491463,109.265734265734,0.998133599758148,0.0,1.87967123287671,19,0.708093719482422,0,
4528,4529,1,771,1076,3769.75610351562,740861.696243286,97.1345313258863,0.998733699321747,0.0160313111545988,1.87967123287671,16,0.518974685668945,0,
4540,4541,1,879,897,3945.31201171875,646552.723646164,98.3477576711251,0.999238252639771,0.0280547945205479,1.85963209393346,13,0.59164005279541,0,
4541,4542,1,2146,1805,3645.09594726562,856208.295702934,73.7082626962482,0.998919546604157,0.0,0.965886497064579,19,0.876232604980469,0,
4545,4546,1,1782,500,3587.384765625,806419.682025909,72.2334585379948,0.997665464878082,0.0240469667318982,1.45484148727984,17,0.694498596191406,0,
4548,4549,1,1752,500,2330.18896484375,507613.225638866,43.6319211134866,0.997814536094666,0.0601174168297456,1.85161643835616,9,0.944798583984375,0,
4550,4551,1,1183,1133,3797.42895507812,1200010.28585434,79.6305144131231,0.999183475971222,0.0280547945205479,1.10215264187867,23,0.514980812072754,0,
4557,4558,1,212,1114,3882.52856445312,741480.906844139,104.231811548885,0.997359693050385,0.0360704500978474,1.85562426614481,17,0.608610076904297,0,
4559,4560,1,2147,1251,3341.19140625,650602.964043617,78.7835815016151,0.999336123466492,0.0120234833659491,1.85963209393346,12,0.712326943384319,0,
4560,4561,1,161,1178,4549.6396484375,865795.430183411,111.594688092847,0.9985072016716,0.0160313111545988,1.3867084148728,18,0.735890655517578,0,
4573,4574,1,631,422,2699.3466796875,494463.817954063,92.2168941350055,0.99675190448761,0.0,1.85161643835616,11,0.651502151489258,0,
4575,4576,1,2299,1673,4336.4951171875,759510.565161705,38.9924354675193,0.999687194824219,0.0040078277886497,1.86363992172211,16,0.776962644726764,0,
4593,4594,1,1454,115,1717.5322265625,353882.452428341,90.637179370978,0.997664988040924,0.0,1.87165557729941,8,0.994090499427071,0,
4594,4595,1,1624,916,3836.94702148437,933828.735470772,83.4863917181499,0.999057650566101,0.0120234833659491,1.87165557729941,18,0.880685729980469,0,
4598,4599,1,1501,757,3777.55810546875,1024640.94996452,94.0645282663908,0.999542772769928,0.0480939334637965,1.86764774951076,22,0.721480734139959,0,
4603,4604,1,1343,572,2950.32666015625,732652.054071426,103.594737387341,0.996151208877564,0.0120234833659491,1.32659099804305,14,0.532350845336914,0,
4610,4611,1,152,1312,3375.42211914062,845347.530603409,98.3671060397403,0.997172713279724,0.0240469667318982,1.3305988258317,18,0.786264266967773,0,
4612,4613,1,2366,549,4616.0224609375,858698.844194412,54.3448725612738,0.997369587421417,0.0240469667318982,1.81554598825832,19,0.517812728881836,0,
4618,4619,1,36,2251,3964.43896484375,1010907.3278904,43.3313112054771,0.9994096159935,0.0120234833659491,1.88367906066536,21,0.589947662353516,0,0.094970703125
4632,4633,1,2016,1762,4079.22998046875,815504.747271538,48.7971502464256,0.998846888542175,0.0240469667318982,1.52698238747554,17,0.814827499389649,0,
4633,4634,1,2007,127,2093.26904296875,485188.664495945,76.8757687576876,0.998267352581024,0.0160313111545988,1.83558512720157,10,0.907133490971871,0,
4634,4635,1,2325,736,3650.9375,518780.428409576,82.3045267489712,0.999261021614075,0.0120234833659491,1.83959295499022,11,0.920255889892578,0,
4650,4651,1,863,1192,3436.76977539062,907451.155781746,100.82677959266,0.999574720859528,0.0320626223091977,1.85963209393346,18,0.936660618846083,0,
4652,4653,1,1952,335,2318.05102539062,440430.2765131,109.134562916076,0.998106420040131,0.0,1.81554598825832,11,0.581031074523926,0,
4654,4655,1,2380,1442,4083.46728515625,877342.352509499,28.2198893780336,0.999525129795074,0.0320626223091977,1.85562426614481,17,0.570462265014649,0,
4662,4663,1,1809,1640,4071.92700195313,837307.904839516,94.7059380623165,0.999636948108673,0.0160313111545988,1.83157729941292,17,0.963163375854492,0,
4664,4665,1,1657,1370,4409.900390625,610525.083303452,93.214019388516,0.997126281261444,0.0200391389432485,1.76344422700587,15,0.627111778259277,0,
4675,4676,1,1388,826,3666.62817382812,626250.595927239,102.658864592958,0.998141646385193,0.0040078277886497,1.34262230919765,13,0.674531021118164,0,
4683,4684,1,1073,901,3695.08251953125,536406.335830688,96.487842531841,0.998752295970917,0.0040078277886497,1.86363992172211,14,0.583771514892578,0,
4685,4686,1,1854,1268,4350.14306640625,853415.421366692,93.7382827146607,0.997895538806915,0.0280547945205479,1.88367906066536,20,0.575488586425781,0,
4690,4691,1,1328,672,3833.21508789062,827597.171902657,97.1534052268532,0.999597012996674,0.0040078277886497,1.85963209393346,18,0.969408493041992,0,
4691,4692,1,1105,295,2280.40014648437,472811.000943184,107.968041459728,0.99909633398056,0.0400782778864971,1.87566340508806,12,0.509895858009655,0,
4696,4697,1,33,2370,4078.7109375,684914.297580719,38.2731169626454,0.99770975112915,0.0240469667318982,1.63519373776908,17,0.759034194946289,0,
4698,4699,1,2207,606,2420.19311523438,538219.194412231,73.9480884419138,0.996928095817566,0.0120234833659491,1.31857534246575,10,0.870238037109375,0,
4704,4705,1,1125,811,3564.9150390625,843906.198382378,89.9847026005579,0.998956620693207,0.0120234833659491,1.52698238747554,20,0.509240684509277,0,
4706,4707,1,409,1498,4693.87109375,704857.021212578,95.3016296578671,0.998152136802673,0.0400782778864971,1.69130332681018,16,0.502879600524902,0,
4707,4708,1,1754,766,3024.39453125,664591.336607933,52.216594433711,0.999311685562134,0.0240469667318982,1.45484148727984,16,0.519004899521248,0,
4708,4709,1,332,1432,4077.59545898437,744410.171985626,99.009900990099,0.99817967414856,0.0160313111545988,1.87165557729941,17,0.839325167795194,0,
4710,4711,1,1145,269,2098.41943359375,491499.221563339,87.6962202929054,0.998211085796356,0.0280547945205479,1.24242661448141,9,0.583658103942871,0,
4720,4721,1,1513,1312,4387.7314453125,934047.667384148,91.0746812386157,0.999529302120209,0.0080156555772994,1.60313111545988,19,0.854486083984375,0,
4724,4725,1,449,986,4066.30346679688,983903.897762299,105.887335874629,0.998035669326782,0.0120234833659491,1.21437181996086,17,0.604822769165039,0,
4725,4726,1,1283,706,4031.9111328125,807119.058012962,89.814981138854,0.999024271965027,0.0320626223091977,1.86363992172211,17,0.555481758117676,0,
4730,4731,1,1772,1163,3524.0703125,556843.148708344,71.1136395960745,0.995462477207184,0.0160313111545988,1.85562426614481,11,0.556778721372888,0,
4732,4733,1,1841,1298,3638.80004882812,800015.466690063,96.4413154595429,0.998105585575104,0.0320626223091977,1.04604305283757,19,0.711291732788086,0,
4733,4734,1,487,410,2541.16430664062,423099.811434746,110.15642211941,0.997285425662994,0.0080156555772994,1.72336594911937,10,0.613559341430664,0,
4742,4743,1,2043,312,2275.03662109375,432585.612237453,101.781170483461,0.997235298156738,0.0440861056751468,1.81153816046967,8,0.52614200592041,0,
4745,4746,1,1868,697,2989.62670898437,860478.929996491,103.648424543947,0.999326109886169,0.0120234833659491,1.60313111545988,17,0.800259857177734,0,
4753,4754,1,564,382,2400.68725585937,492351.344287396,97.9431929480901,0.997144460678101,0.0440861056751468,1.87165557729941,10,0.982225341796875,0,
4758,4759,1,2069,325,2192.91479492187,549045.115590096,70.7864373186098,0.998135149478912,0.0120234833659491,1.89570254403131,12,0.543372268676758,0,
4759,4760,1,208,1697,4743.70458984375,617592.368721962,100.867460157353,0.998077273368835,0.0040078277886497,1.51495890410959,14,0.689413733628367,0,
4761,4762,1,1890,226,2095.2705078125,442318.122625351,121.758188238159,0.995886862277985,0.0160313111545988,1.82756947162427,10,0.881902389526367,0,
4769,4770,1,1097,838,4350.015625,1005623.90506268,91.5080527086384,0.999496757984161,0.0240469667318982,1.86363992172211,20,0.732132034301758,0,
4774,4775,1,924,541,2671.98608398437,518404.028773308,109.505037231713,0.997235417366028,0.0160313111545988,1.45884931506849,9,0.83791877746582,0,
4780,4781,1,2183,1342,4154.6044921875,961066.509246826,53.5016853030871,0.998385846614838,0.0160313111545988,1.66725636007828,20,0.736411743164063,0,
4785,4786,1,1722,3453,3506.80102539062,728006.360292435,31.8847049070561,0.997481644153595,0.0360704500978474,1.54301369863014,16,0.859700241088867,0,
4788,4789,1,1722,3553,3853.32055664062,855226.635217667,31.8847049070561,0.998587131500244,0.0120234833659491,1.74340508806262,18,0.713554306030273,0,
4797,4798,1,1231,1239,4866.330078125,629750.765323639,93.6241924913398,0.996288418769836,0.0120234833659491,1.86363992172211,15,0.554905776977539,0,
4799,4800,1,1888,976,4318.2470703125,813699.442267418,119.36022917164,0.997439622879028,0.0240469667318982,1.83959295499022,16,0.844404830932617,0,
4802,4803,1,72,786,3870.02905273437,551020.985245705,96.9649956365752,0.998974084854126,0.0240469667318982,1.63519373776908,12,0.503871650695801,0,
4807,4808,1,634,603,2554.55297851563,521783.584594727,95.1203272139256,0.998934924602509,0.0921800391389433,1.73939726027397,10,0.673666610717774,0,
4809,4810,1,1537,724,3781.29174804687,693269.528865814,90.0900900900901,0.997569620609283,0.0200391389432485,1.3786927592955,14,0.75489149130947,0,
4811,4812,1,747,535,2676.19921875,496994.479596615,93.0232558139535,0.998280644416809,0.0360704500978474,1.64320939334638,9,0.950523525277979,0,
4813,4814,1,2218,459,2293.83569335937,466105.373501778,94.6073793755913,0.999202072620392,0.0120234833659491,1.88367906066536,9,0.97728515625,0,
4814,4815,1,1961,983,3337.67138671875,598021.232366562,114.613180515759,0.996779084205627,0.0320626223091977,1.85562426614481,15,0.755378189086914,0,
4819,4820,1,1621,814,4449.52392578125,927584.180831909,90.4404449669892,0.999479830265045,0.0040078277886497,1.61515459882583,21,0.527409362792969,0,
4821,4822,1,2461,1320,4327.67431640625,783087.41235733,24.1721053903795,0.999467194080353,0.0040078277886497,1.85161643835616,16,0.875295791625977,0,
4825,4826,1,1931,1539,3348.60180664062,563377.967834473,88.7547705689181,0.998068928718567,0.0280547945205479,1.59511545988258,12,0.945631408691406,0,
4826,4827,1,2143,1242,2964.1201171875,476963.701963425,76.2311327946333,0.999162495136261,0.0160313111545988,1.66324853228963,10,0.654661865234375,0,
4828,4829,1,418,845,3846.6328125,788323.686242104,102.817191034341,0.999207437038422,0.0120234833659491,1.87967123287671,18,0.848212051391602,0,0.225830078125
4829,4830,1,697,1168,4059.99365234375,883116.331458092,91.1244760342628,0.999159038066864,0.0200391389432485,1.87566340508806,17,0.965072629171191,0,
4830,4831,1,2468,1355,4777.357421875,667434.162020683,29.4031167303734,0.998230397701263,0.0,1.68328767123288,15,0.586564598083496,0,
4832,4833,1,642,1417,4656.080078125,891080.177783966,91.8105031215571,0.999258399009705,0.0160313111545988,1.46686497064579,19,0.576229623700743,0,
4837,4838,1,112,1665,4378.89453125,988475.456833839,98.4251968503937,0.999735474586487,0.0280547945205479,1.86363992172211,19,0.551411895751953,0,
4850,4851,1,1706,1724,4625.65625,706187.547326088,96.5437343116432,0.999408662319183,0.0080156555772994,1.85562426614481,15,0.537690467834473,0,
4854,4855,1,1225,730,3923.26098632812,602230.828881264,97.2289742343218,0.998360693454742,0.0521017612524462,1.87165557729941,16,0.577425193786621,0,
4855,4856,1,350,700,2846.32592773437,646596.88770771,110.37527593819,0.998001396656036,0.0400782778864971,1.3947240704501,11,0.550990833358065,0,
4859,4860,1,1644,1305,3726.56274414062,808093.225836754,85.2442247037763,0.999630033969879,0.0160313111545988,1.09413698630137,19,0.791824722290039,0,
4868,4869,1,2138,109,1711.78637695313,431776.465713978,64.5786244752987,0.99683141708374,0.0080156555772994,1.80753033268102,8,0.989441834301618,0,
4872,4873,1,1764,1664,3700.49096679687,543158.685803413,60.0420294205944,0.999378204345703,0.0200391389432485,1.79149902152642,13,0.529747159595706,0,
4875,4876,1,1986,295,2196.61596679687,548095.862388611,109.58904109589,0.997043073177338,0.0240469667318982,1.87165557729941,10,0.782897431724744,0,
4877,4878,1,1199,1581,4639.37744140625,885018.06640625,90.293453724605,0.999698877334595,0.0080156555772994,1.86363992172211,19,0.562956504821777,0,
4878,4879,1,850,1130,3789.12915039062,953011.532664299,100.300902708124,0.999531924724579,0.0120234833659491,1.82756947162427,22,0.662012023925781,0,
4882,4883,1,2243,1888,4350.88232421875,865750.230550766,60.4083605170956,0.997797012329102,0.0280547945205479,1.87566340508806,18,0.539823188781738,0,
4885,4886,1,1032,1199,4005.4033203125,1098156.99505806,109.265734265734,0.998765826225281,0.0320626223091977,1.09814481409002,21,0.544578247070313,0,
4886,4887,1,2098,1164,3149.63525390625,813278.086662293,106.269925611052,0.998721420764923,0.0280547945205479,1.84360078277886,16,0.81779038865735,0,
4889,4890,1,1814,845,2599.57861328125,423554.335772991,96.2834585018294,0.998356759548187,0.0320626223091977,1.89169471624266,8,0.91236686706543,0,
4895,4896,1,1801,581,3808.24609375,619213.646650314,88.0281690140845,0.995828568935394,0.0160313111545988,1.80753033268102,14,0.669825897216797,0,
4898,4899,1,503,842,3960.99267578125,986854.72714901,99.0883868410622,0.999656915664673,0.0320626223091977,1.87165557729941,21,0.552361831665039,0,
4900,4901,1,1852,723,2549.0595703125,502634.656667709,96.3391136801542,0.997622489929199,0.0200391389432485,1.88367906066536,10,0.944525833129883,0,
4912,4913,1,610,1682,3962.66577148437,1129590.23284912,75.642965204236,0.998841047286987,0.0080156555772994,1.88367906066536,21,0.683634033203125,0,
4921,4922,1,1863,1527,3785.06811523437,722442.054033279,83.2015974706714,0.997929930686951,0.0240469667318982,1.82356164383562,14,0.652604141235352,0,
4926,4927,1,2017,2595,4379.78955078125,914703.930258751,47.5398145947231,0.999423801898956,0.0160313111545988,1.86764774951076,19,0.525536272089865,0,
4927,4928,1,508,874,4309.72705078125,744789.800167084,103.401923275773,0.99933934211731,0.0320626223091977,1.83558512720157,16,0.556968078613281,0,
4934,4935,1,2133,1342,4053.06713867188,697593.769192696,52.723150735488,0.998819231987,0.0080156555772994,1.84760861056751,15,0.608664673512625,0,
4941,4942,1,464,711,3172.9599609375,545338.745713234,107.365256602963,0.997504472732544,0.0400782778864971,1.48289628180039,12,0.945607604980469,0,
4942,4943,1,1620,764,4462.67724609375,725126.132488251,89.3575194352605,0.997522592544556,0.0040078277886497,1.88367906066536,16,0.559727520731165,0,
4943,4944,1,1199,915,3086.42114257812,451883.388280869,90.293453724605,0.997030436992645,0.0881722113502935,1.88768688845401,11,0.825212860107422,0,
4945,4946,1,690,642,2667.21044921875,507639.541327953,93.0752047654505,0.997482001781464,0.0320626223091977,1.86363992172211,9,0.831438890948402,0,
4961,4962,1,508,390,2400.38500976563,484674.229323864,103.401923275773,0.999037146568298,0.0120234833659491,1.48289628180039,10,0.929594503052177,0,
4975,4976,1,1732,982,3636.64086914063,691186.568975449,91.734703238235,0.998976707458496,0.0200391389432485,1.81554598825832,17,0.752172393798828,0,
4978,4979,1,1749,1549,3452.705078125,924349.178552628,33.682508673246,0.997344374656677,0.0120234833659491,1.84760861056751,20,0.795322036743164,0,
4979,4980,1,2160,283,2054.06225585937,433082.838654518,102.616726526424,0.99871951341629,0.0240469667318982,1.85161643835616,9,0.561553153991699,0,
4990,4991,1,2450,1139,4387.29931640625,535998.259902,14.5441852347432,0.99830961227417,0.0360704500978474,1.86363992172211,14,0.75072639465332,0,
4992,4993,1,1814,785,2551.3642578125,511570.782423019,96.2834585018294,0.997589230537415,0.0160313111545988,1.69531115459883,10,0.910248794555664,0,
4994,4995,1,1717,5218,4586.2431640625,790395.985841751,24.2488906132544,0.998104512691498,0.0200391389432485,1.87566340508806,17,0.533451194763184,0,
4998,4999,1,471,933,4808.73095703125,965417.613506317,108.131487889273,0.998451590538025,0.0040078277886497,1.87566340508806,20,0.750414714844873,0,
4999,5000,1,2012,883,3962.47265625,889896.398186684,61.4024315362888,0.998826861381531,0.0120234833659491,1.88367906066536,21,0.899530174219526,0,
5000,5001,1,568,1124,3397.95043945312,1185133.39328766,98.7361769352291,0.999630272388458,0.0200391389432485,1.85562426614481,26,0.538406028747559,0,
5009,5010,1,1175,1325,4519.48779296875,796598.752140999,100.472219431327,0.999458253383637,0.0160313111545988,1.88367906066536,16,0.552775650024414,0,
5020,5021,1,397,184,1961.89086914063,395667.654871941,102.218133496882,0.999424397945404,0.0200391389432485,1.82756947162427,7,0.961171722412109,0,
5023,5024,1,2188,1858,3501.33227539062,927018.454432488,53.1264941826489,0.999158322811127,0.0040078277886497,1.3065518590998,18,0.507939224243164,0,
5034,5035,1,2117,1093,2499.73315429687,519840.000391006,77.8391842453491,0.996313154697418,0.0400782778864971,1.58309197651663,11,0.713323287963867,0,
5036,5037,1,471,442,2406.455078125,561281.240940094,108.131487889273,0.998698890209198,0.0240469667318982,1.80753033268102,11,0.673497924804687,0,
5037,5038,1,64,572,2427.56201171875,517217.690706253,83.2570144034635,0.998093783855438,0.0280547945205479,1.88768688845401,10,0.669305725097656,0,
5038,5039,1,1909,828,3213.30444335937,760162.487626076,124.100273020601,0.999466240406036,0.0641252446183953,1.86764774951076,15,0.694964370727539,0,
5042,5043,1,1766,179,2025.48706054687,499982.80274868,64.5494448747741,0.998038411140442,0.0561095890410959,1.85562426614481,9,0.876375036344531,0,
5046,5047,1,1783,1125,3583.96752929688,508358.98911953,76.1730652041438,0.997789204120636,0.0120234833659491,1.4027397260274,11,0.821302580161852,0,
5048,5049,1,921,813,3555.9833984375,565146.540522575,104.87676979549,0.99845564365387,0.0120234833659491,1.59912328767123,11,0.671159057617188,0,
5049,5050,1,2377,1038,4502.484375,782910.756111145,24.5332548269179,0.999134600162506,0.0080156555772994,1.61114677103718,18,0.602823295593262,0,
5052,5053,1,133,205,1740.89428710938,449708.688974381,106.179655977915,0.997283518314362,0.0440861056751468,1.87566340508806,9,0.887043685913086,0,
5056,5057,1,1811,651,2338.96704101562,502493.331670761,88.6289107506869,0.99817419052124,0.0721409001956947,1.84760861056751,8,0.511540604518174,0,
5060,5061,1,1040,652,2679.74536132812,437603.38062048,100.431856985036,0.998654127120972,0.0400782778864971,1.84760861056751,9,0.829036407470703,0,
5061,5062,1,236,398,2351.40454101562,499390.273332596,108.707468203066,0.996159315109253,0.0080156555772994,1.51495890410959,12,0.955411456648906,0,
5068,5069,1,1618,1136,4091.32592773438,633995.632171631,92.5154963456379,0.996761679649353,0.0,1.51495890410959,16,0.504282646179199,0,
5069,5070,1,1953,499,2330.96752929687,445836.719095707,108.189981607703,0.999285578727722,0.0120234833659491,1.79550684931507,9,0.962879559545865,0,
5075,5076,1,1738,1395,3577.31909179688,864118.41416359,84.545147108556,0.997631311416626,0.0160313111545988,1.07409784735812,17,0.929033350298565,0,0.288818359375
5078,5079,1,685,857,2428.486328125,479209.124684334,86.1920358558869,0.994592726230621,0.0400782778864971,1.88367906066536,10,0.80149992382049,0,
5080,5081,1,579,182,1715.20922851563,671135.902285576,97.2762645914397,0.99874347448349,0.0200391389432485,1.84360078277886,14,0.946030574495741,0,
5098,5099,1,1169,1074,3405.40185546875,515303.894400597,93.9496429913566,0.997508883476257,0.0,1.84360078277886,14,0.709161202175995,0,
5104,5105,1,2483,1022,2685.13159179688,698946.956038475,28.2805429864253,0.995989799499512,0.0280547945205479,1.83157729941292,11,0.513720930960012,0,
5117,5118,1,1549,1211,4425.2900390625,936452.568054199,86.0733344809778,0.998959124088287,0.0280547945205479,1.87967123287671,19,0.614303160529849,0,
5119,5120,1,643,915,3724.216796875,721326.926708221,95.1655881233346,0.997326850891113,0.0040078277886497,1.87566340508806,14,0.750739765110797,0,
5122,5123,1,1119,695,3459.34887695312,1024808.59065056,90.4649900488511,0.999493181705475,0.0200391389432485,1.85161643835616,20,0.849466934204102,0,
5123,5124,1,1270,355,2312.72631835937,462527.627646923,88.1911985183879,0.997411251068115,0.0160313111545988,1.77947553816047,9,0.968680191040039,0,
5124,5125,1,1365,439,2487.67724609375,550572.1565485,94.0291490362012,0.999603569507599,0.0280547945205479,1.85963209393346,11,0.741629791259766,0,
5130,5131,1,1753,1225,4075.8671875,833979.518413544,47.7714613290021,0.998652219772339,0.0561095890410959,1.15425440313112,17,0.880246963500977,0,
